Plampa23756	K01803
Plampa257048	K00939
Plampa82817	K13201
Plampa11915	K09849
Plampa271208	K20223
Plampa11216	K04649
Plampa61447	K12647
Plampa18723	K08860
Plampa121900	K10380
Plampa49359	K24470
Plampa346471	K09602
Plampa209492	K15104
Plampa12551	K10380
Plampa129776	K02263
Plampa42873	K13126
Plampa13711	K09848
Plampa302694	K02866
Plampa6044	K03004
Plampa177318	K04534
Plampa382321	K01655
Plampa353339	K20417
Plampa58938	K13126
Plampa134041	K11654
Plampa8016	K24363
Plampa263295	K18422
Plampa3768	K18442
Plampa79408	K22754
Plampa101094	K02993
Plampa304205	K03357
Plampa2766	K19613
Plampa82635	K17339
Plampa120839	K24720
Plampa221753	K24780
Plampa165394	K00079
Plampa11805	K12620
Plampa43034	K13047
Plampa51396	K10960
Plampa27790	K05349
Plampa350167	K20163
Plampa22856	K01074
Plampa310057	K00514
Plampa76072	K24175
Plampa15684	K18082
Plampa101511	K17261
Plampa8503	K11339
Plampa9177	K12624
Plampa45042	K02891
Plampa153155	K09577
Plampa4711	K03678
Plampa128760	K01322
Plampa165619	K00476
Plampa59416	K07901
Plampa214636	K06237
Plampa6441	K05858
Plampa49895	K00208
Plampa351736	K00477
Plampa5276	K13953
Plampa172136	K14771
Plampa10097	K07497
Plampa220866	K23847
Plampa74871	K22068
Plampa79387	K17804
Plampa59274	K20476
Plampa259500	K00325
Plampa42209	K23491
Plampa210441	K06580
Plampa168260	K12189
Plampa30495	K10380
Plampa281351	K10203
Plampa212590	K12200
Plampa2025	K04705
Plampa2230	K01134
Plampa23219	K00789
Plampa9357	K15865
Plampa143973	K06067
Plampa14964	K20715
Plampa306919	K00924
Plampa10545	K12815
Plampa18312	K10443
Plampa6925	K09560
Plampa172509	K18368
Plampa117216	K02716
Plampa180311	K16804
Plampa12172	K05015
Plampa264835	K11807
Plampa15224	K04615
Plampa8460	K16725
Plampa4021	K15199
Plampa182478	K05546
Plampa598	K12382
Plampa97354	K10256
Plampa31558	K13937
Plampa2574	K10744
Plampa6448	K23963
Plampa92142	K03006
Plampa98195	K10592
Plampa78350	K03030
Plampa18316	K09848
Plampa311926	K05765
Plampa33897	K05099
Plampa221914	K02966
Plampa350043	K00108
Plampa5456	K13353
Plampa93611	K01902
Plampa61517	K05016
Plampa13119	K03174
Plampa15871	K15712
Plampa93206	K01540
Plampa270505	K20096
Plampa81915	K02880
Plampa101898	K08745
Plampa355004	K14805
Plampa10310	K17341
Plampa47093	K12386
Plampa213323	K03809
Plampa12355	K12311
Plampa210172	K03883
Plampa1064	K01870
Plampa261476	K06269
Plampa85220	K02901
Plampa310857	K04345
Plampa314398	K21734
Plampa323209	K20045
Plampa45888	K07497
Plampa8851	K08132
Plampa212761	K01183
Plampa24120	K04615
Plampa303245	K01326
Plampa347128	K24185
Plampa217432	K02183
Plampa10459	K05115
Plampa12582	K02941
Plampa34938	K18059
Plampa9228	K01025
Plampa81347	K03243
Plampa265311	K01597
Plampa259505	K11792
Plampa84188	K00503
Plampa316433	K08738
Plampa35771	K13781
Plampa4581	K01599
Plampa1689	K10398
Plampa259572	K03131
Plampa11975	K13912
Plampa214745	K11644
Plampa48855	K06558
Plampa2697	K24470
Plampa210262	K03870
Plampa52135	K17751
Plampa6375	K12233
Plampa144878	K01006
Plampa266784	K20294
Plampa42435	K02717
Plampa257461	K00627
Plampa1596	K00933
Plampa371500	K21433
Plampa9819	K05592
Plampa98592	K07497
Plampa313333	K09565
Plampa24433	K00616
Plampa57812	K14168
Plampa85523	K07497
Plampa115	K03936
Plampa108696	K03942
Plampa16844	K11253
Plampa17061	K07440
Plampa46986	K03064
Plampa89890	K17266
Plampa262161	K00569
Plampa9422	K16669
Plampa273805	K10203
Plampa45941	K18327
Plampa129563	K14006
Plampa2584	K20128
Plampa71705	K01539
Plampa82111	K07376
Plampa353256	K10686
Plampa132455	K12735
Plampa47482	K07497
Plampa54618	K12800
Plampa67556	K11187
Plampa6157	K10251
Plampa272652	K21643
Plampa31731	K07198
Plampa9110	K13411
Plampa30848	K24936
Plampa305689	K10610
Plampa10576	K10380
Plampa20693	K01915
Plampa13157	K16726
Plampa28042	K17707
Plampa314509	K09654
Plampa318323	K01726
Plampa11896	K24470
Plampa2090	K13171
Plampa308257	K02737
Plampa230790	K20123
Plampa65739	K03094
Plampa11531	K16506
Plampa260478	K14807
Plampa91553	K10416
Plampa37855	K15456
Plampa20199	K04520
Plampa78163	K21396
Plampa31864	K14788
Plampa6485	K15109
Plampa223683	K01764
Plampa227048	K13366
Plampa349885	K02087
Plampa54819	K07497
Plampa259477	K11650
Plampa11737	K06550
Plampa94989	K02947
Plampa44128	K22037
Plampa120242	K03321
Plampa1272	K06129
Plampa11707	K08369
Plampa256376	K04097
Plampa1784	K01279
Plampa267716	K19765
Plampa48171	K01135
Plampa2106	K23797
Plampa113379	K10450
Plampa8208	K08035
Plampa8773	K04362
Plampa7614	K10389
Plampa98479	K12856
Plampa169737	K11434
Plampa310890	K05294
Plampa37021	K01527
Plampa54608	K17751
Plampa13804	K06114
Plampa68553	K00889
Plampa257276	K03782
Plampa256229	K18327
Plampa258779	K00167
Plampa52024	K12162
Plampa49111	K05110
Plampa5122	K08467
Plampa65895	K24978
Plampa115769	K10380
Plampa164903	K05656
Plampa76899	K03097
Plampa28129	K12311
Plampa15008	K02493
Plampa22487	K10595
Plampa322235	K00434
Plampa111537	K20295
Plampa262921	K14298
Plampa99966	K22663
Plampa108145	K03009
Plampa345410	K01961
Plampa2286	K04397
Plampa71593	K00240
Plampa2877	K03099
Plampa53211	K09458
Plampa125366	K01540
Plampa103496	K17260
Plampa258357	K02575
Plampa16445	K06767
Plampa141456	K05618
Plampa303130	K01889
Plampa125651	K12392
Plampa285235	K11721
Plampa210109	K22943
Plampa64615	K08825
Plampa302348	K14588
Plampa58664	K13783
Plampa136720	K13525
Plampa143249	K20223
Plampa318937	K11434
Plampa4494	K10645
Plampa111506	K19511
Plampa7842	K10799
Plampa165333	K10282
Plampa85616	K01265
Plampa45134	K10408
Plampa19475	K12460
Plampa332804	K01373
Plampa72924	K05692
Plampa375138	K08076
Plampa64112	K19636
Plampa123168	K02932
Plampa28205	K07915
Plampa324439	K04532
Plampa53484	K01698
Plampa88281	K10414
Plampa275778	K09540
Plampa112614	K03028
Plampa63425	K02950
Plampa8278	K04615
Plampa266666	K22127
Plampa270886	K02991
Plampa3190	K15789
Plampa75311	K05643
Plampa127817	K13499
Plampa484	K06675
Plampa93077	K03265
Plampa75899	K14396
Plampa308855	K00774
Plampa370797	K11647
Plampa6428	K12182
Plampa7898	K10380
Plampa47832	K02999
Plampa61797	K03527
Plampa76632	K13984
Plampa321066	K02930
Plampa110735	K01535
Plampa4067	K15680
Plampa67439	K11494
Plampa308490	K03531
Plampa362	K04351
Plampa9803	K06841
Plampa2386	K09536
Plampa151099	K24720
Plampa347003	K01802
Plampa306958	K19719
Plampa39182	K03768
Plampa11788	K09602
Plampa67614	K00789
Plampa45646	K08796
Plampa117362	K03654
Plampa99584	K07376
Plampa102574	K23544
Plampa3812	K02934
Plampa5411	K17973
Plampa72346	K02871
Plampa210127	K01725
Plampa99809	K23404
Plampa139200	K00872
Plampa129375	K03654
Plampa49355	K23963
Plampa62792	K16743
Plampa279300	K22138
Plampa168552	K10144
Plampa48445	K03178
Plampa14068	K01135
Plampa304637	K05389
Plampa221219	K20526
Plampa5467	K04594
Plampa360265	K20718
Plampa49612	K02975
Plampa190426	K06941
Plampa85131	K14843
Plampa271287	K17080
Plampa53665	K18405
Plampa5973	K09374
Plampa125502	K01652
Plampa24309	K12812
Plampa215100	K10407
Plampa58953	K10951
Plampa176529	K14397
Plampa89352	K10359
Plampa4709	K09624
Plampa140097	K01527
Plampa1364	K02503
Plampa259120	K18327
Plampa3268	K25079
Plampa42810	K12604
Plampa177841	K05658
Plampa270	K08848
Plampa5848	K20632
Plampa353785	K18953
Plampa361870	K08495
Plampa19693	K18334
Plampa169025	K17261
Plampa26828	K00026
Plampa352414	K12823
Plampa5178	K09291
Plampa68914	K14821
Plampa35650	K17261
Plampa69587	K05110
Plampa41690	K03028
Plampa26443	K04515
Plampa8549	K24799
Plampa52156	K09624
Plampa273047	K00729
Plampa17234	K17919
Plampa360563	K15074
Plampa350812	K18402
Plampa82377	K01769
Plampa200	K08764
Plampa2142	K05105
Plampa100194	K06632
Plampa63172	K10845
Plampa320416	K00344
Plampa52052	K17906
Plampa121534	K12830
Plampa1454	K12233
Plampa96116	K04361
Plampa5078	K03250
Plampa177378	K02985
Plampa3678	K00508
Plampa2036	K12485
Plampa77479	K16613
Plampa118445	K06057
Plampa117850	K08486
Plampa15330	K22614
Plampa43319	K00331
Plampa21785	K16060
Plampa180514	K00958
Plampa319705	K11498
Plampa257736	K11262
Plampa17194	K04705
Plampa270753	K02993
Plampa3323	K23029
Plampa106453	K12870
Plampa311604	K14689
Plampa307553	K02295
Plampa340207	K19828
Plampa228129	K11320
Plampa3036	K11843
Plampa2627	K17800
Plampa92244	K01530
Plampa76120	K01740
Plampa16235	K12389
Plampa3747	K05745
Plampa120307	K24834
Plampa255063	K24736
Plampa59314	K12275
Plampa9340	K03870
Plampa131363	K00615
Plampa210299	K12393
Plampa19138	K02150
Plampa72249	K18499
Plampa47485	K14846
Plampa4423	K14696
Plampa257701	K01581
Plampa186888	K04601
Plampa1519	K12607
Plampa227491	K03521
Plampa132492	K24419
Plampa73700	K00503
Plampa87649	K19511
Plampa233962	K09765
Plampa365034	K01613
Plampa5289	K03128
Plampa43254	K09624
Plampa41242	K10454
Plampa238716	K10357
Plampa19503	K16726
Plampa55542	K07300
Plampa119876	K07198
Plampa51212	K02912
Plampa2020	K13524
Plampa1717	K13210
Plampa119329	K19949
Plampa168546	K10798
Plampa163333	K10685
Plampa255027	K01885
Plampa10231	K08869
Plampa111874	K02183
Plampa8996	K17817
Plampa83088	K10501
Plampa154221	K04043
Plampa316438	K00901
Plampa349	K16537
Plampa1025	K05870
Plampa6615	K18032
Plampa4695	K01468
Plampa34768	K01624
Plampa74395	K10348
Plampa136155	K03798
Plampa217272	K02957
Plampa501	K00232
Plampa6327	K01067
Plampa23049	K10380
Plampa272294	K12385
Plampa372654	K05665
Plampa353050	K03320
Plampa368211	K07936
Plampa179324	K03932
Plampa191617	K00685
Plampa51398	K00927
Plampa353117	K18270
Plampa68113	K14209
Plampa9738	K13912
Plampa122384	K03155
Plampa263549	K15026
Plampa220540	K10739
Plampa18381	K13912
Plampa114459	K22556
Plampa47408	K06233
Plampa66229	K10382
Plampa260595	K03654
Plampa213401	K18592
Plampa41523	K24738
Plampa309377	K00382
Plampa2136	K06820
Plampa7704	K00500
Plampa345282	K00928
Plampa172204	K10408
Plampa15348	K09848
Plampa80914	K01342
Plampa25674	K10595
Plampa48421	K23331
Plampa20393	K11600
Plampa130352	K14007
Plampa3867	K00645
Plampa231648	K02966
Plampa59948	K11254
Plampa10846	K17691
Plampa16883	K12647
Plampa44275	K01802
Plampa321808	K03456
Plampa3257	K00999
Plampa211990	K05765
Plampa261011	K02878
Plampa1664	K15102
Plampa32805	K24828
Plampa125926	K00031
Plampa42831	K00033
Plampa51285	K12666
Plampa267248	K08915
Plampa51422	K01316
Plampa73432	K07937
Plampa130361	K03178
Plampa31266	K03671
Plampa23525	K02997
Plampa130637	K01280
Plampa137671	K06997
Plampa14198	K04361
Plampa8335	K12366
Plampa24854	K20072
Plampa4247	K03068
Plampa121957	K09580
Plampa347223	K02901
Plampa6870	K07527
Plampa29624	K11351
Plampa225390	K09855
Plampa256875	K05765
Plampa3309	K04802
Plampa20744	K21440
Plampa345330	K00434
Plampa345896	K24834
Plampa25526	K07203
Plampa77435	K13780
Plampa348994	K03253
Plampa22844	K10390
Plampa3398	K17686
Plampa43409	K03132
Plampa218472	K22803
Plampa65167	K09303
Plampa111027	K19755
Plampa54360	K21411
Plampa54002	K17263
Plampa14550	K17501
Plampa4178	K07401
Plampa74022	K12196
Plampa8589	K24964
Plampa2083	K16628
Plampa8369	K03754
Plampa211450	K12614
Plampa42013	K12735
Plampa130101	K20628
Plampa7867	K12613
Plampa264263	K07376
Plampa302199	K05750
Plampa318630	K08908
Plampa20365	K03860
Plampa63522	K02739
Plampa22822	K04362
Plampa10289	K07910
Plampa16148	K16719
Plampa8980	K20346
Plampa58926	K01803
Plampa5268	K08467
Plampa12542	K02112
Plampa17835	K14864
Plampa170416	K04461
Plampa363648	K17263
Plampa301845	K03236
Plampa255094	K11843
Plampa4735	K05124
Plampa271248	K18422
Plampa218621	K11749
Plampa364180	K06911
Plampa96045	K07901
Plampa83629	K24728
Plampa6811	K16475
Plampa85654	K02356
Plampa83753	K23899
Plampa255283	K03762
Plampa59164	K00963
Plampa99543	K04498
Plampa353702	K03029
Plampa76467	K10408
Plampa71385	K04464
Plampa12506	K12489
Plampa31377	K24470
Plampa99389	K18422
Plampa182363	K00052
Plampa28436	K09624
Plampa37489	K05110
Plampa349635	K15199
Plampa1628	K10877
Plampa5796	K04416
Plampa47313	K11997
Plampa140515	K21398
Plampa314837	K22390
Plampa356199	K01778
Plampa9833	K08467
Plampa100258	K10358
Plampa77875	K16726
Plampa7291	K08734
Plampa359746	K04646
Plampa30235	K10442
Plampa228272	K24023
Plampa19687	K09848
Plampa88258	K13443
Plampa99802	K00934
Plampa10294	K13289
Plampa163764	K05941
Plampa140395	K20407
Plampa319936	K06609
Plampa278312	K14549
Plampa74107	K23518
Plampa30197	K15987
Plampa41508	K14801
Plampa323268	K01283
Plampa738	K17261
Plampa1572	K04615
Plampa361177	K09200
Plampa235015	K05665
Plampa29622	K08883
Plampa300887	K23588
Plampa76929	K09419
Plampa39476	K04464
Plampa4417	K15040
Plampa166556	K03527
Plampa51366	K23583
Plampa64248	K15987
Plampa5357	K11980
Plampa281502	K11173
Plampa267211	K02981
Plampa237294	K17610
Plampa98898	K12837
Plampa6037	K22754
Plampa113121	K22803
Plampa137047	K22940
Plampa9122	K03025
Plampa166374	K01627
Plampa4255	K09048
Plampa212428	K12132
Plampa58481	K02112
Plampa225620	K10660
Plampa305195	K06639
Plampa3863	K08733
Plampa309994	K02540
Plampa302580	K06030
Plampa7470	K08076
Plampa95034	K00472
Plampa2177	K12882
Plampa2525	K16848
Plampa319224	K03545
Plampa327943	K20221
Plampa130109	K02966
Plampa167377	K11987
Plampa119096	K03250
Plampa258474	K17871
Plampa261178	K16779
Plampa16622	K14638
Plampa33143	K12026
Plampa134136	K00021
Plampa211751	K09419
Plampa45648	K10380
Plampa175283	K13218
Plampa112052	K00620
Plampa78202	K01365
Plampa75222	K14297
Plampa71463	K16506
Plampa179309	K00640
Plampa365701	K19519
Plampa324163	K20221
Plampa5999	K12470
Plampa28662	K16681
Plampa261958	K07889
Plampa898	K10380
Plampa136238	K02725
Plampa352315	K00162
Plampa351717	K22366
Plampa112367	K03462
Plampa367183	K18423
Plampa302223	K01897
Plampa58499	K13412
Plampa262183	K20367
Plampa269461	K11344
Plampa114874	K18756
Plampa123245	K04437
Plampa229145	K10268
Plampa28003	K23909
Plampa47052	K05502
Plampa34132	K10408
Plampa24684	K24637
Plampa228599	K11351
Plampa39305	K02599
Plampa179386	K00036
Plampa1373	K18753
Plampa139176	K08653
Plampa81	K11153
Plampa54350	K09624
Plampa5893	K08741
Plampa1971	K10994
Plampa35537	K17551
Plampa172368	K00939
Plampa358069	K08752
Plampa8585	K16669
Plampa76324	K06115
Plampa255159	K02291
Plampa16021	K06820
Plampa4043	K24931
Plampa164745	K10408
Plampa16638	K11127
Plampa47538	K12309
Plampa272997	K01886
Plampa68438	K20989
Plampa78721	K09848
Plampa24829	K23859
Plampa257495	K12377
Plampa217018	K11262
Plampa6357	K14638
Plampa112348	K10747
Plampa33876	K19721
Plampa44371	K10901
Plampa300796	K09057
Plampa47159	K02997
Plampa41616	K02258
Plampa347045	K09497
Plampa353449	K01955
Plampa170564	K03773
Plampa263405	K01528
Plampa167705	K09958
Plampa2700	K12606
Plampa169979	K00700
Plampa41050	K10380
Plampa951	K05110
Plampa308525	K03627
Plampa45380	K19525
Plampa8972	K01885
Plampa80464	K21777
Plampa35558	K14824
Plampa50176	K10597
Plampa31442	K02726
Plampa166012	K04345
Plampa14952	K16669
Plampa104275	K01853
Plampa921	K03255
Plampa30240	K02134
Plampa363894	K14272
Plampa265210	K10147
Plampa347474	K11262
Plampa226348	K10807
Plampa20946	K13912
Plampa262350	K02639
Plampa176429	K00469
Plampa5224	K09100
Plampa293	K15255
Plampa139112	K00128
Plampa300677	K14402
Plampa43877	K15502
Plampa211076	K02895
Plampa221338	K24835
Plampa270362	K00975
Plampa135101	K15296
Plampa361994	K07509
Plampa178933	K20007
Plampa468	K11127
Plampa334182	K17926
Plampa350633	K04565
Plampa11368	K11517
Plampa3301	K01513
Plampa195825	K20030
Plampa141135	K17729
Plampa25056	K17341
Plampa175539	K11824
Plampa364496	K02962
Plampa29227	K00033
Plampa9879	K07783
Plampa73222	K17307
Plampa15636	K05665
Plampa146333	K06995
Plampa180918	K00128
Plampa355712	K19755
Plampa7827	K03028
Plampa25067	K17592
Plampa132995	K19476
Plampa326913	K16743
Plampa75072	K13115
Plampa84833	K06069
Plampa130065	K14802
Plampa315868	K19511
Plampa28492	K09848
Plampa211600	K10615
Plampa213524	K21843
Plampa257306	K00161
Plampa349910	K01280
Plampa5819	K14555
Plampa35608	K00939
Plampa8449	K08272
Plampa306266	K19329
Plampa354822	K00655
Plampa76840	K00967
Plampa73998	K16726
Plampa7018	K04399
Plampa30147	K02981
Plampa6744	K05678
Plampa134179	K16680
Plampa67517	K12035
Plampa58884	K08913
Plampa321305	K12626
Plampa222431	K20642
Plampa2108	K23380
Plampa357031	K11802
Plampa13016	K02883
Plampa108412	K10203
Plampa109902	K14525
Plampa346102	K09250
Plampa32868	K08835
Plampa315841	K04534
Plampa314948	K22909
Plampa132734	K07393
Plampa7800	K19684
Plampa182280	K15176
Plampa63491	K04728
Plampa350083	K09564
Plampa8895	K20295
Plampa3496	K00894
Plampa87487	K14848
Plampa130081	K20367
Plampa42242	K15122
Plampa364472	K03932
Plampa75890	K15306
Plampa115578	K23961
Plampa67864	K23204
Plampa123686	K09848
Plampa346303	K07739
Plampa76013	K01784
Plampa50349	K16639
Plampa75996	K00134
Plampa312686	K03104
Plampa80023	K01807
Plampa224769	K04460
Plampa14154	K14319
Plampa13459	K13960
Plampa273517	K22399
Plampa51413	K09498
Plampa8876	K03018
Plampa178891	K22614
Plampa54	K02366
Plampa8130	K18406
Plampa107756	K03900
Plampa353398	K03569
Plampa351980	K10400
Plampa55418	K08269
Plampa29588	K19430
Plampa172319	K03657
Plampa40796	K04802
Plampa94313	K00611
Plampa35499	K24627
Plampa311426	K10380
Plampa258331	K10365
Plampa231587	K17943
Plampa138920	K23922
Plampa136775	K03094
Plampa275067	K10645
Plampa259407	K02371
Plampa231930	K03174
Plampa131332	K02966
Plampa130508	K00820
Plampa21334	K03650
Plampa6436	K13192
Plampa213538	K17099
Plampa8665	K14003
Plampa52220	K02882
Plampa222873	K06271
Plampa312066	K03798
Plampa1200	K13861
Plampa13305	K11375
Plampa220224	K17099
Plampa42933	K02324
Plampa163712	K00627
Plampa181191	K03137
Plampa258493	K18218
Plampa52764	K07375
Plampa212444	K13217
Plampa18710	K09848
Plampa130292	K24175
Plampa360398	K13412
Plampa113177	K01365
Plampa170506	K20367
Plampa183728	K17770
Plampa19361	K10382
Plampa103196	K02888
Plampa136359	K00522
Plampa306962	K02738
Plampa179213	K03715
Plampa21800	K17741
Plampa305	K24183
Plampa320732	K00688
Plampa8859	K00789
Plampa259388	K22076
Plampa7217	K04733
Plampa216582	K14396
Plampa331583	K02136
Plampa303610	K15040
Plampa2906	K12194
Plampa9483	K07497
Plampa167605	K22745
Plampa346368	K00281
Plampa283730	K17768
Plampa215209	K03031
Plampa94155	K24516
Plampa27555	K02599
Plampa304238	K13539
Plampa365748	K00930
Plampa52154	K02891
Plampa140725	K20317
Plampa1393	K01262
Plampa230611	K04560
Plampa105048	K05349
Plampa379961	K01880
Plampa361515	K08735
Plampa304171	K09884
Plampa50106	K03515
Plampa55641	K06901
Plampa351877	K02145
Plampa305880	K10413
Plampa43753	K19375
Plampa6122	K13171
Plampa28072	K03231
Plampa212890	K03671
Plampa255855	K08876
Plampa131565	K07299
Plampa10885	K03107
Plampa362844	K20365
Plampa227976	K17391
Plampa360074	K20409
Plampa363628	K08606
Plampa174015	K00826
Plampa250371	K14290
Plampa10965	K04527
Plampa10985	K11127
Plampa110014	K01672
Plampa51294	K18757
Plampa83772	K03231
Plampa20955	K00939
Plampa312298	K20029
Plampa209995	K11292
Plampa184221	K00434
Plampa257139	K10457
Plampa257617	K10532
Plampa8250	K00757
Plampa85041	K12876
Plampa8744	K03327
Plampa216789	K04393
Plampa9260	K03327
Plampa97573	K04461
Plampa6333	K13184
Plampa7592	K06545
Plampa73152	K03039
Plampa61102	K06670
Plampa69301	K02256
Plampa9568	K08915
Plampa62609	K12035
Plampa258372	K03942
Plampa7916	K17430
Plampa49738	K06619
Plampa309568	K07830
Plampa24466	K16543
Plampa35086	K02885
Plampa122942	K15014
Plampa126601	K03531
Plampa10826	K05681
Plampa324427	K03321
Plampa260360	K13412
Plampa173580	K03798
Plampa224277	K05016
Plampa165329	K05288
Plampa30673	K06620
Plampa212547	K00850
Plampa47697	K02938
Plampa256416	K23909
Plampa72669	K03032
Plampa85748	K03033
Plampa4875	K11138
Plampa210743	K14293
Plampa110739	K13091
Plampa9505	K22388
Plampa314725	K07393
Plampa7055	K00968
Plampa263559	K08516
Plampa43995	K10300
Plampa68236	K15013
Plampa2485	K13912
Plampa320644	K08798
Plampa220718	K14426
Plampa44077	K11997
Plampa3138	K06129
Plampa18595	K14638
Plampa213328	K09958
Plampa58529	K15255
Plampa5374	K08268
Plampa12484	K10450
Plampa265942	K20182
Plampa7048	K07556
Plampa318911	K07497
Plampa225585	K17609
Plampa63124	K23424
Plampa352664	K16507
Plampa124099	K01648
Plampa168162	K15437
Plampa1768	K04398
Plampa116304	K05857
Plampa66333	K05695
Plampa169373	K03767
Plampa345412	K08172
Plampa26118	K22266
Plampa14333	K15045
Plampa111039	K20721
Plampa2592	K10900
Plampa213473	K00002
Plampa323507	K00134
Plampa329171	K14282
Plampa212214	K12849
Plampa15221	K14938
Plampa308890	K00326
Plampa85472	K20526
Plampa107070	K08601
Plampa307351	K08775
Plampa351848	K14411
Plampa364387	K14616
Plampa91151	K24068
Plampa9789	K10380
Plampa33857	K08842
Plampa18865	K11292
Plampa12273	K17609
Plampa12050	K13868
Plampa68912	K23334
Plampa4009	K23398
Plampa30117	K14213
Plampa966	K09848
Plampa166476	K07515
Plampa74650	K11997
Plampa165210	K01540
Plampa46084	K12035
Plampa21856	K01312
Plampa96518	K09624
Plampa5563	K11653
Plampa322291	K03881
Plampa138171	K00620
Plampa5114	K08770
Plampa85927	K13525
Plampa175043	K00325
Plampa257123	K08592
Plampa7436	K16536
Plampa167339	K00058
Plampa111681	K07897
Plampa171299	K01365
Plampa58715	K23041
Plampa65800	K07151
Plampa344519	K01647
Plampa74329	K02132
Plampa5734	K08292
Plampa88028	K16353
Plampa61434	K24687
